;--- H
;; HA'_1
AiHodiydAb      NduAt   humped;kyphosis
;; muHad~ab_1
muHad~ab        N-ap    convex;arched     [[muHad~ab/ADJ]]
;; muHad~ab_2
muHad~ab        Nall    hunchbacked
;; muHodawodib_1
muHodawodib     Nall    mounded;bowed upward;hunchbacked
;
;--- Hdv
;; Hadav-u_1
Hadav   PV      happen;take place
Hoduv   IV      happen;take place
;; HAdav_1
HAdav   PV      discuss;negotiate
HAdiv   IV_yu   discuss;negotiate
;; >aHodav_1
>aHodav PV      cause;bring about
Hodiv   IV_yu   cause;bring about
Hodav   IV_Pass_yu      be caused;be brought about
;; taHad~av_1
taHad~av        PV      speak;discuss
taHad~av        IV      speak;discuss
