;--- x
;; xA'_1
xA'     xA'     N0_Nh   xa' (Arabic letter)
xA&     xA&     Nh      xa' (Arabic letter)
xA}     xA}     Nhy     xa' (Arabic letter)
xA'     xA'     NAt     xa's (Arabic letter)
;
;--- xAx
;; xAxAm_1
xAxAm   xAxAm   Ndu     rabbi
xAxAm   xAxAm   NAt     rabbis
xxAm    xaxAm   Ndu     rabbi
xxAm    xaxAm   NAt     rabbis
;; xAxAmiy~_1
xAxAmy  xAxAmiy~        Nall    rabbinical
;
;--- xAr
;; xAraSiyn_1
xArSyn  xAraSiyn        N       zinc
;; xAraSiyniy~_1
xArSyny xAraSiyniy~     Nall    zinc     <pos>xAraSiyniy~/ADJ</pos>
;
;--- xAf
;; xAfiyiyr_1
xAfyyr  xAfiyiyr        Nprop   Javier
;
;--- xAk
;; xAkiy~_1
xAky    xAkiy~  Nall    khaki     <pos>xAkiy~/ADJ</pos>
;
;--- xAs
;; xAsAnosk_1
xAsAnsk xAsAnosk        Nprop   Khasansk
;
;--- xAm
;; xAm_1
xAm     xAm     N       raw;unprocessed     <pos>xAm/ADJ</pos>
;; xAmAt_1
xAm     xAm     NAt     raw materials
;
;; xAmani}iy~_1
xAmn}y  xAmani}iy~      Nprop   Khamene'i
;
;--- xAn
;; xAn_1
xAn     xAn     Nprop   Khan
;; xAn_2
xAn     xAn     N       khan;hostel
;; xAnap_1
xAn     xAn     NapAt   compartment;partition
;; xAnoyuwnis_1
xAnywns xAnoyuwnis      Nprop   Khanyounis;Khanyunis
;
;--- xAy
;; xAyomiy_1
xAymy   xAyomiy Nprop   Jaime
;
;--- xb
;; xab~-u_1
xb      xab~    PV_V    trot;jog;surge
xbb     xabab   PV_C    trot;jog;surge
xb      xub~    IV_V    trot;jog;surge
xbb     xobub   IV_C    trot;jog;surge
;; xab~-a_1
xb      xab~    PV_V    circumvent;trick
xbb     xabab   PV_C    circumvent;trick
xb      xab~    IV_V    circumvent;trick
xbb     xobab   IV_C    circumvent;trick
;; taxab~ab_1
txbb    taxab~ab        PV      amble;trot
txbb    taxab~ab        IV      amble;trot
;; {ixotab~_1
<xtb    {ixotab~        PV_V    amble;trot
Axtb    {ixotab~        PV_V    amble;trot
<xtbb   {ixotabab       PV_C    amble;trot
Axtbb   {ixotabab       PV_C    amble;trot
xtb     xotab~  IV_V    amble;trot
xtbb    xotabib IV_C    amble;trot
;; xabab_1
xbb     xabab   N       amble;trot
;; xab~_1
xb      xab~    N       surging;heaving
;; xabiyb_1
xbyb    xabiyb  N       ambling;trotting
;; xab~_2
xb      xab~    N/ap    impostor;swindler
;
;--- xbA
;; xaba>_1
xb>     xaba>   PV->    hide;conceal
xb|     xaba|   PV-|    hide;conceal
xb&     xaba&   PV_w    hide;conceal
xb>     xoba>   IV      hide;conceal
xb|     xoba|   IV-|    hide;conceal
xb&     xoba&   IV_wn   hide;conceal
xb}     xoba}   IV_yn   hide;conceal
;; xab~a>_1
xb>     xab~a>  PV->    hide;conceal
xb|     xab~a|  PV-|    hide;conceal
xb&     xab~a&  PV_w    hide;conceal
xb}     xab~i}  IV_yu   hide;conceal
;; taxab~a>_1
txb>    taxab~a>        PV->_intr       be hidden;be concealed
txb|    taxab~a|        PV-|_intr       be hidden;be concealed
txb&    taxab~a&        PV_w_intr       be hidden;be concealed
txb>    taxab~a>        IV_intr be hidden;be concealed
txb|    taxab~a|        IV-|    be hidden;be concealed
txb&    taxab~a&        IV_wn   be hidden;be concealed
txb}    taxab~a}        IV_yn   be hidden;be concealed
;; {ixotaba>_1
<xtb>   {ixotaba>       PV->    hide;disappear;be hidden
Axtb>   {ixotaba>       PV->    hide;disappear;be hidden
<xtb|   {ixotaba|       PV-|    hide;disappear;be hidden
Axtb|   {ixotaba|       PV-|    hide;disappear;be hidden
<xtb&   {ixotaba&       PV_w    hide;disappear;be hidden
Axtb&   {ixotaba&       PV_w    hide;disappear;be hidden
xtb}    xotabi} IV      hide;disappear;be hidden
;; {ixotibA'_1
AxtbA'  {ixotibA'       N0_Nh   disappearance;hiding
AxtbA&  {ixotibA&       Nh      disappearance;hiding
AxtbA}  {ixotibA}       Nhy     disappearance;hiding
AxtbA'  {ixotibA'       NAn_Nayn        disappearance;hiding
AxtbA}  {ixotibA}       Nayn    disappearance;hiding
AxtbA'  {ixotibA'       NAt     disappearance;hiding
<xtbA'  {ixotibA'       N0_Nh   disappearance;hiding
<xtbA&  {ixotibA&       Nh      disappearance;hiding
<xtbA}  {ixotibA}       Nhy     disappearance;hiding
<xtbA'  {ixotibA'       NAn_Nayn        disappearance;hiding
<xtbA}  {ixotibA}       Nayn    disappearance;hiding
<xtbA'  {ixotibA'       NAt     disappearance;hiding
;; xabiy}ap_1
xby}    xabiy}  Napdu   secret;cache
xbAyA   xabAyA  N0_Nhy  hidden;natural resources
;; maxoba>_1
mxb>    maxoba> N0_Nh   hide-out;shelter
mxb&    maxoba& Nh      hide-out;shelter
mxb}    maxoba} Nhy     hide-out;shelter
mxb|    maxoba| N-|     hide-outs;shelters
mxb}    maxoba} Nayn    hide-outs;shelters
mxb     maxoba  N-|t    hide-outs;shelters
mxAb}   maxAbi} Ndip    hide-outs;shelters
;; xibA'_1
xbA'    xibA'   N0_Nh   tent;husk;hull
xbA&    xibA&   Nh      tent;husk;hull
xbA}    xibA}   Nhy     tent;husk;hull
>xb}    >axobi} Nap     tents;husks;hulls
Axb}    >axobi} Nap     tents;husks;hulls
>xby    >axobiy Nap     tents;husks;hulls
Axby    >axobiy Nap     tents;husks;hulls
;; xAbi}ap_1
xAb}    xAbi}   Napdu   cask;jar
xAby    xAbiy   Napdu   cask;jar
xwAb}   xawAbi} Ndip    casks;jars
xwAby   xawAbiy N0_Nh   casks;jars
xwAb    xawAb   NK      casks;jars
;; muxab~a>ap_1
mxb>    muxab~a>        Napdu   hidden;secret
mxb     muxab~a N-|t    hidden;secrets
;; muxotabi}_1
mxtb}   muxotabi}       Nall    hidden;concealed
;
;--- xbt
;; >axobat_1
>xbt    >axobat PV-t_intr       be humble
Axbt    >axobat PV-t_intr       be humble
xbt     xobit   IV_intr_yu      be humble
;; <ixobAt_1
<xbAt   <ixobAt NduAt   being humble
AxbAt   <ixobAt NduAt   being humble
;; muxobit_1
mxbt    muxobit Nall    being humble
;
;--- xbv
;; xabuv-u_1
xbv     xabuv   PV_intr be wicked;be malignant
xbv     xobuv   IV_intr be wicked;be malignant
;; taxAbav_1
txAbv   taxAbav PV_intr be malicious;feel embarrassed
txAbv   taxAbav IV_intr be malicious;feel embarrassed
;; xubov_1
xbv     xubov   N       malice;malignancy
;; xabav_1
xbv     xabav   N       refuse;dross
;; xabiyv_1
xbyv    xabiyv  N/ap    malicious;malignant     <pos>xabiyv/ADJ</pos>
xbvA'   xubavA' N0_Nh   malicious
xbvA&   xubavA& Nh      malicious
xbvA}   xubavA} Nhy     malicious
;; >axobav_1
>xbv    >axobav Nel     worse;more/most malicious
Axbv    >axobav Nel     worse;more/most malicious
;; xabAvap_1
xbAv    xabAv   Nap     malice;malignancy
;
;--- xbr
;; xabar-u_1
xbr     xabar   PV      try;experience
xbr     xobur   IV      try;experience
;; xabur-u_1
xbr     xabur   PV      know well
xbr     xobur   IV      know well
;; xab~ar_1
xbr     xab~ar  PV      notify;inform
xbr     xab~ir  IV_yu   notify;inform
;; xAbar_1
xAbr    xAbar   PV      contact
xAbr    xAbir   IV_yu   contact
;; >axobar_1
>xbr    >axobar PV      notify;communicate
Axbr    >axobar PV      notify;communicate
xbr     xobir   IV_yu   notify;communicate
xbr     xobar   IV_Pass_yu      be notified;be communicated
;; taxab~ar_1
txbr    taxab~ar        PV      inquire
txbr    taxab~ar        IV      inquire
;; taxAbar_1
txAbr   taxAbar PV      negotiate;parley
txAbr   taxAbar IV      negotiate;parley
;; {ixotabar_1
<xtbr   {ixotabar       PV      test;explore
Axtbr   {ixotabar       PV      test;explore
xtbr    xotabir IV      test;explore
;; {isotaxobar_1
<stxbr  {isotaxobar     PV      inquire
Astxbr  {isotaxobar     PV      inquire
stxbr   sotaxobir       IV      inquire
;; xabar_1
xbr     xabar   Ndu     news;report
>xbAr   >axobAr N       news;reports
AxbAr   >axobAr N       news;reports
;; xubar_1
xbr     xubar   N0      Khobar
;; xiborap_1
xbr     xibor   NapAt   experience;expertise
;; xabiyr_1
xbyr    xabiyr  N/ap    expert;specialist
xbrA'   xubarA' N0_Nh   experts;specialists
xbrA&   xubarA& Nh      experts;specialists
xbrA}   xubarA} Nhy     experts;specialists
;; xAbuwr_1
xAbwr   xAbuwr  Ndu     peg;pin;wedge
xwAbyr  xawAbiyr        Ndip    pegs;pins;wedges
;; maxobar_1
mxbr    maxobar N       content;real sense
;; maxobar_2
mxbr    maxobar Ndu     laboratory
mxAbr   maxAbir Ndip    laboratories
;; mixobAr_1
mxbAr   mixobAr Ndu     test tube
mxAbyr  maxAbiyr        Ndip    test tubes
;; muxAbarap_1
mxAbr   muxAbar Nap     correspondence;communication
;; muxAbarAt_1
mxAbr   muxAbar NAt     intelligence service;secret service
;; muxAbarAtiy~_1
mxAbrAty        muxAbarAtiy~    Nall    intelligence service;secret service     <pos>muxAbarAtiy~/ADJ</pos>
;; <ixobAr_1
<xbAr   <ixobAr NduAt   notification;communication
AxbAr   <ixobAr NduAt   notification;communication
;; <ixobAriy~_1
<xbAry  <ixobAriy~      Nall    news;information     <pos><ixobAriy~/ADJ</pos>
AxbAry  <ixobAriy~      Nall    news;information     <pos><ixobAriy~/ADJ</pos>
;; taxAbur_1
txAbr   taxAbur NduAt   communication;intelligence contact
;; {ixotibAr_1
<xtbAr  {ixotibAr       NduAt   testing;experimenting;probing
AxtbAr  {ixotibAr       NduAt   testing;experimenting;probing
;; {ixotibAriy~_1
<xtbAry {ixotibAriy~    Nall    experimental     <pos>{ixotibAriy~/ADJ</pos>
AxtbAry {ixotibAriy~    Nall    experimental     <pos>{ixotibAriy~/ADJ</pos>
;; {isotixobAr_1
<stxbAr {isotixobAr     NduAt   intelligence;secret service;inquiry
AstxbAr {isotixobAr     NduAt   intelligence;secret service;inquiry
;; {isotixobAriy~_1
<stxbAry        {isotixobAriy~  Nall    undercover;intelligence     <pos>{isotixobAriy~/ADJ</pos>
AstxbAry        {isotixobAriy~  Nall    undercover;intelligence     <pos>{isotixobAriy~/ADJ</pos>
;; {isotixobArAtiy~_1
<stxbArAty      {isotixobArAtiy~        Nall    intelligence     <pos>{isotixobArAtiy~/ADJ</pos>
AstxbArAty      {isotixobArAtiy~        Nall    intelligence     <pos>{isotixobArAtiy~/ADJ</pos>
;; muxobir_1
mxbr    muxobir Nall    informer;reporter
;; muxotabar_1
mxtbr   muxotabar       NduAt   laboratory
;; muxotabariy~_1
mxtbry  muxotabariy~    Nall    laboratory;experimental     <pos>muxotabariy~/ADJ</pos>
;
;--- xbz
;; xabaz-i_1
xbz     xabaz   PV      bake
xbz     xobiz   IV      bake
;; {ixotabaz_1
<xtbz   {ixotabaz       PV      bake;be baked
Axtbz   {ixotabaz       PV      bake;be baked
xtbz    xotabiz IV      bake;be baked
;; xuboz_1
xbz     xuboz   N       bread
>xbAz   >axobAz N       bread
AxbAz   >axobAz N       bread
xbz     xuboz   Nap     loaf of bread
;; xab~Az_1
xbAz    xab~Az  Nall    baker
;; xibAzap_1
xbAz    xibAz   Nap     baking
;; maxobaz_1
mxbz    maxobaz Ndu     bakery
mxbz    maxobaz Napdu   bakery
mxAbz   maxAbiz Ndip    bakeries
;; maxobuwzAt_1
mxbwz   maxobuwz        NAt     bakery goods
;
;--- xbS
;; xabaS-i_1
xbS     xabaS   PV      mix;mingle
xbS     xobiS   IV      mix;mingle
;; xab~aS_1
xbS     xab~aS  PV      mix;muddle
xbS     xab~iS  IV_yu   mix;muddle
;; xabiyS_1
xbyS    xabiyS  N       medley;mishmash
xbyS    xabiyS  Nap     medley;mishmash
xbyS    xabiyS  Nap     khabisah (food)
;; xab~AS_1
xbAS    xab~AS  Nall    reckless;bungler
;
;--- xbT
;; xabaT-i_1
